X,Y,ID,HOSPITAL_NAME,HOSPITAL_TYPE,ADDRESS,CITY,STATE,ZIP_CODE,COUNTY_NAME,STATE_NAME,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,BED_UTILIZATION,Potential_Increase_In_Bed_Capac,AVG_VENTILATOR_USAGE
-82.0607235,37.2858539,3922,Buchanan General Hospital,Short Term Acute Care Hospital,1535 Slate Creek Rd,Grundy,VA,24614,Buchanan,Virginia,134,49,12,12,0.29046687,85,2
-77.5734048,37.5213394,3923,Johnston-Willis Hospital,Short Term Acute Care Hospital,1401 Johnston Willis Dr,Richmond,VA,23235,Chesterfield,Virginia,292,292,78,78,0.66079772,0,18
-77.6592,37.4667,3924,St Francis Medical Center,Short Term Acute Care Hospital,13710 St Francis Blvd,Midlothian,VA,23114,Chesterfield,Virginia,130,130,16,16,0.77759749,0,4
-78.013588,38.455683,3925,Novant Health UVA Health System Culpeper Medical Center,Short Term Acute Care Hospital,501 Sunset Ln,Culpeper,VA,22701,Culpeper,Virginia,70,70,6,6,0.4419961,0,3
-82.4492491,37.1607138,3926,Dickenson Community Hospital,Critical Access Hospital,312 Hospital Dr,Clintwood,VA,24228,Dickenson,Virginia,25,2,1,1,0.11780822,23,1
-76.878917,37.9009328,3927,Riverside Tappahannock Hospital,Short Term Acute Care Hospital,618 Hospital Rd,Tappahannock,VA,22560,Essex,Virginia,67,67,7,7,0.22306277,0,2
-77.3800608,38.8841221,3928,Inova Fair Oaks Hospital4271,Short Term Acute Care Hospital,3600 Joseph Siewick Dr,Fairfax,VA,22033,Fairfax County,Virginia,182,182,32,32,0.52679515,0,5
-77.3639751,38.9623151,3929,Reston Hospital Center,Short Term Acute Care Hospital,1850 Town Center Pkwy,Reston,VA,20190,Fairfax County,Virginia,215,203,16,16,0.67905706,12,6
-77.2002745,38.8681054,3930,Inova Fairfax Hospital (AKA Inova Fairfax Medical Campus),Short Term Acute Care Hospital,3300 Gallows Rd,Falls Church,VA,22042,Fairfax County,Virginia,923,803,106,106,0.76153809,120,35
-77.0769752,38.7397466,3931,Inova Mount Vernon Hospital,Short Term Acute Care Hospital,2501 Parkers Ln,Alexandria,VA,22306,Fairfax County,Virginia,237,140,20,20,0.4235225,97,5
-77.8086633,38.7120691,3932,Fauquier Hospital (AKA Fauquier Health System),Short Term Acute Care Hospital,500 Hospital Dr,Warrenton,VA,20186,Fauquier,Virginia,97,97,8,8,0.43807372,0,3
-79.8902885,36.9941505,3933,Carilion Franklin Memorial Hospital,Short Term Acute Care Hospital,390 S Main St,Rocky Mount,VA,24151,Franklin County,Virginia,37,37,4,4,0.36512402,0,2
-80.7129522,37.3331827,3934,Carilion Giles Community Hospital,Critical Access Hospital,159 Hartley Way,Pearisburg,VA,24134,Giles,Virginia,25,25,4,4,0.48734248,0,2
-76.5416099,37.4192505,3935,Riverside Walter Reed Hospital,Short Term Acute Care Hospital,7519 Hospital Dr,Gloucester,VA,23061,Gloucester,Virginia,67,67,7,7,0.42277652,0,3
-78.9144554,36.7124791,3936,Sentara Halifax Regional Hospital,Short Term Acute Care Hospital,2204 Wilborn Ave,South Boston,VA,24592,Halifax,Virginia,192,107,12,12,0.37316605,85,5
-77.3881844,37.6288381,3937,Memorial Regional Medical Center,Short Term Acute Care Hospital,8260 Atlee Rd,Mechanicsville,VA,23116,Hanover,Virginia,225,225,24,24,0.77390563,0,8
-77.5132539,37.5838419,3938,St Marys Hospital,Short Term Acute Care Hospital,5801 Bremo Rd,Richmond,VA,23226,Henrico,Virginia,391,378,64,64,0.68450385,13,9
-77.5400613,37.6040442,3939,Henrico Doctors Hospital,Short Term Acute Care Hospital,1602 Skipwith Rd,Richmond,VA,23229,Henrico,Virginia,767,340,29,29,0.40794721,427,10
-76.7410624,37.3366638,3940,Sentara Williamsburg Regional Medical Center,Short Term Acute Care Hospital,100 Sentara Cir,Williamsburg,VA,23188,York,Virginia,145,139,16,16,0.61687195,6,5
-76.735283,37.2901552,3941,Eastern State Hospital,Short Term Acute Care Hospital,4601 Ironbound Rd,Williamsburg,VA,23188,James City,Virginia,40,40,7,7,0.87390572,0,0
-76.386555,37.7014769,3942,Rappahannock General Hospital,Critical Access Hospital,101 Harris Rd,Kilmarnock,VA,22482,Lancaster,Virginia,35,25,4,4,0.38235617,10,2
-77.477535,39.074045,3943,Inova Loudoun Hospital,Short Term Acute Care Hospital,44045 Riverside Pkwy,Leesburg,VA,20176,Loudoun,Virginia,167,145,23,23,0.76765233,22,6
-78.188826,36.760231,3944,VCU Health Community Memorial Hospital (FKA Community Memorial Healthcenter),Short Term Acute Care Hospital,1755 N Mecklenburg Ave,South Hill,VA,23970,Mecklenburg,Virginia,85,70,12,12,0.59584892,15,2
-80.4112012,37.1880568,3945,LewisGale Hospital Montgomery,Short Term Acute Care Hospital,3700 S Main St,Blacksburg,VA,24060,Montgomery,Virginia,146,92,10,10,0.38067302,54,3
-80.505158,37.0888575,3946,Carilion New River Valley Medical Center,Short Term Acute Care Hospital,2900 Lamb Cir,Christiansburg,VA,24073,Montgomery,Virginia,146,110,12,12,0.55594021,36,6
-75.7217991,37.6991982,3947,Riverside Shore Memorial Hospital,Short Term Acute Care Hospital,20480 Market St,Onancock,VA,23417,Accomack,Virginia,52,46,10,10,0.48576534,6,3
-78.1752,37.1929,3948,Piedmont Geriatric Hospital,Short Term Acute Care Hospital,5001 E Patrick Henry Hwy,Burkeville,VA,23922,Nottoway,Virginia,180,180,32,32,0.57984781,0,0
-78.4696,38.6638,3949,Page Memorial Hospital,Critical Access Hospital,200 Memorial Dr,Luray,VA,22835,Page,Virginia,25,25,4,4,0.40438357,0,2
-78.4039938,37.3021655,3950,Centra Southside Community Hospital,Short Term Acute Care Hospital,800 Oak St,Farmville,VA,23901,Prince Edward,Virginia,116,86,8,8,0.45380694,30,4
-77.2864354,38.6369998,3951,Sentara Northern Virginia Medical Center (FKA Potomac Hospital),Short Term Acute Care Hospital,2300 Opitz Blvd,Woodbridge,VA,22191,Prince William,Virginia,183,147,16,16,0.75782311,36,8
-80.7571327,37.0683263,3952,LewisGale Hospital Pulaski,Short Term Acute Care Hospital,2400 Lee Hwy N,Pulaski,VA,24301,Pulaski,Virginia,147,92,8,8,0.16334127,55,2
-80.1110273,37.3913835,3953,Catawba Hospital,Psychiatric Hospital,5525 Catawba Hospital Dr,Catawba,VA,24070,Roanoke County,Virginia,270,270,0,0,0.37541351,0,0
-82.0784537,36.8987894,3954,Russell County Hospital (FKA Russell County Medical Center),Short Term Acute Care Hospital,58 Carroll St,Lebanon,VA,24266,Russell,Virginia,78,48,5,5,0.31187215,30,2
-78.5125725,38.8703378,3955,Shenandoah Memorial Hospital,Critical Access Hospital,759 S Main St,Woodstock,VA,22664,Shenandoah,Virginia,25,25,4,4,0.55221915,0,2
-81.4873597,36.852817,3956,Smyth County Community Hospital,Short Term Acute Care Hospital,245 Medical Park Dr,Marion,VA,24354,Smyth,Virginia,44,30,4,4,0.37041095,14,2
-81.5102265,36.8314598,3957,Southwestern Virginia Mental Health Institute,Psychiatric Hospital,340 Bagley Cir,Marion,VA,24354,Smyth,Virginia,109,109,0,0,0.72592688,0,0
-77.4074155,38.4151022,3958,Stafford Hospital,Short Term Acute Care Hospital,101 Hospital Center Blvd,Stafford,VA,22554,Stafford,Virginia,100,90,4,4,0.44490108,10,3
-81.4890367,37.1237401,3959,Carilion Tazewell Community Hospital,Short Term Acute Care Hospital,388 Ben Bolt Ave,Tazewell,VA,24651,Tazewell,Virginia,56,56,10,10,0.10484345,0,2
-81.8199682,37.094585,3960,Clinch Valley Medical Center (AKA Clinch Valley Health),Short Term Acute Care Hospital,6801 Gov Gc Peery Hwy,Richlands,VA,24641,Tazewell,Virginia,151,151,12,12,0.20270343,0,3
-78.1977918,38.930804,3961,Warren Memorial Hospital,Short Term Acute Care Hospital,1000 N Shenandoah Ave,Front Royal,VA,22630,Warren,Virginia,68,46,8,8,0.36795712,22,2
-81.9117949,36.7226195,3962,Johnston Memorial Hospital,Short Term Acute Care Hospital,16000 Johnston Memorial Dr,Abingdon,VA,24211,Washington,Virginia,116,115,14,14,0.63354379,1,5
-82.755664,36.877183,3963,Lonesome Pine Hospital (FKA Wellmont Lonesome Pine Hospital),Short Term Acute Care Hospital,1990 Holton Ave E,Big Stone Gap,VA,24219,Wise,Virginia,134,68,8,8,0.19057211,66,3
-81.0968748,36.9547734,3964,Wythe County Community Hospital,Short Term Acute Care Hospital,600 W Ridge Rd,Wytheville,VA,24382,Wythe,Virginia,92,92,6,6,0.17272186,0,2
-77.1049983,38.82245,3965,Inova Alexandria Hospital,Short Term Acute Care Hospital,4320 Seminary Rd,Alexandria,VA,22304,Alexandria,Virginia,318,334,40,40,0.49359363,-16,11
-79.5162,37.3523,3966,Centra Bedford Memorial Hospital,Short Term Acute Care Hospital,1613 Oakwood St,Bedford,VA,24523,Bedford County,Virginia,50,34,6,6,0.41007254,16,2
-78.4988225,38.0311849,3967,University Hospital,Short Term Acute Care Hospital,1215 Lee St,Charlottesville,VA,22908,Charlottesville,Virginia,612,585,14,14,0.74831051,27,19
-76.2461182,36.7461316,3968,Chesapeake Regional Medical Center (AKA Chesapeake Regional Healthcare),Short Term Acute Care Hospital,736 Battlefield Blvd N,Chesapeake,VA,23320,Chesapeake,Virginia,310,310,28,28,0.61443216,0,11
-79.4055025,36.5776731,3969,Sovah Health - Danville (FKA Danville Regional Medical Center),Short Term Acute Care Hospital,142 S Main St,Danville,VA,24541,Danville,Virginia,250,295,34,34,0.49579754,-45,7
-77.5377586,36.7017264,3970,Southern Virginia Regional Medical Center,Short Term Acute Care Hospital,727 N Main St,Emporia,VA,23847,Emporia,Virginia,80,70,7,7,0.11358121,10,2
-76.9373437,36.6917656,3971,Southampton Memorial Hospital,Short Term Acute Care Hospital,100 Fairview Dr,Franklin,VA,23851,Franklin City,Virginia,90,75,8,8,0.14743379,15,2
-77.4832459,38.3108853,3972,Mary Washington Hospital,Short Term Acute Care Hospital,1001 Sam Perry Blvd,Fredericksburg,VA,22401,Fredericksburg,Virginia,451,421,28,28,0.66967106,30,17
-80.9239277,36.670677,3973,Twin County Regional Hospital (AKA Twin County Regional Healthcare),Short Term Acute Care Hospital,200 Hospital Dr,Galax,VA,24333,Galax,Virginia,141,141,10,10,0.21064802,0,4
-76.3904383,37.0569409,3974,Sentara CarePlex Hospital,Short Term Acute Care Hospital,3000 Coliseum Dr,Hampton,VA,23666,Hampton,Virginia,224,172,24,24,0.64660722,52,7
-76.3333604,37.0164356,3975,Hampton VA Medical Center,VA Hospital,100 Emancipation Dr,Hampton,VA,23667,Hampton,Virginia,,,1,1,,0,2
-78.855426,38.4050968,3976,Sentara RMH Medical Center (FKA Rockingham Memorial Hospital),Short Term Acute Care Hospital,2010 Health Campus Dr,Harrisonburg,VA,22801,Rockingham,Virginia,238,238,34,34,0.5856452,0,12
-77.291356,37.3071586,3977,John Randolph Medical Center,Short Term Acute Care Hospital,411 W Randolph Rd,Hopewell,VA,23860,Hopewell,Virginia,147,107,17,17,0.36430675,40,4
-79.4411163,37.7786146,3978,Carilion Stonewall Jackson Hospital,Critical Access Hospital,1 Health Cir,Lexington,VA,24450,Lexington,Virginia,25,25,4,4,0.46345204,0,2
-77.4872257,38.7671914,3979,Novant Health UVA Health System Prince William Medical Center (FKA Prince William Hospital),Short Term Acute Care Hospital,8700 Sudley Rd,Manassas,VA,20110,Manassas,Virginia,130,94,11,11,0.59358788,36,3
-76.4833383,37.0634596,3980,Riverside Regional Medical Center,Short Term Acute Care Hospital,500 J Clyde Morris Blvd,Newport News,VA,23601,Newport News,Virginia,576,357,24,24,0.71960402,219,12
-76.5106197,37.1449461,3981,Bon Secours Mary Immaculate Hospital,Short Term Acute Care Hospital,2 Bernardine Dr,Newport News,VA,23602,Newport News,Virginia,123,115,10,10,0.46696845,8,3
-76.281565,36.899332,3982,Bon Secours DePaul Medical Center,Short Term Acute Care Hospital,150 Kingsley Ln,Norfolk,VA,23505,Norfolk,Virginia,180,110,23,23,0.49048567,70,4
-76.3035392,36.8623828,3983,Sentara Norfolk General Hospital,Short Term Acute Care Hospital,600 Gresham Dr,Norfolk,VA,23507,Norfolk,Virginia,525,471,60,60,0.79707247,54,20
-76.1902131,36.8507637,3984,Sentara Leigh Hospital,Short Term Acute Care Hospital,830 Kempsville Rd,Norfolk,VA,23502,Norfolk,Virginia,247,247,20,20,0.81267816,0,13
-82.6433645,36.931716,3985,Norton Community Hospital,Short Term Acute Care Hospital,100 15th St NW,Norton,VA,24273,Norton,Virginia,129,63,11,11,0.33433354,66,3
-77.3594222,37.1824222,3986,Southside Regional Medical Center,Short Term Acute Care Hospital,200 Medical Park Blvd,Petersburg,VA,23805,Petersburg,Virginia,300,300,28,28,0.47905022,0,5
-76.3480331,36.8366745,3987,Bon Secours Maryview Medical Center,Short Term Acute Care Hospital,3636 High St,Portsmouth,VA,23707,Portsmouth,Virginia,346,215,22,22,0.57038546,131,6
-77.4296788,37.540031,3988,VCU Medical Center Main Hospital,Short Term Acute Care Hospital,1250 E Marshall St,Richmond,VA,23219,Richmond City,Virginia,811,715,113,113,0.84215611,96,22
-77.4070141,37.5401504,3989,Richmond Community Hospital,Short Term Acute Care Hospital,1500 N 28th St,Richmond,VA,23223,Richmond City,Virginia,104,101,5,5,0.27475926,3,2
-77.466854,37.4978455,3990,Hunter Holmes McGuire VA Medical Center (AKA Richmond VA Medical Center),VA Hospital,1201 Broad Rock Blvd,Richmond,VA,23249,Richmond City,Virginia,,,3,3,,0,2
-79.942314,37.2511767,3991,Carilion Roanoke Memorial Hospital,Short Term Acute Care Hospital,1906 Belleview Ave Se,Roanoke,VA,24014,Roanoke City,Virginia,737,621,47,47,0.72041869,116,33
-80.0314944,37.2632034,3992,LewisGale Medical Center,Short Term Acute Care Hospital,1900 Electric Rd,Salem,VA,24153,Salem,Virginia,506,330,24,24,0.65059358,176,10
-80.0236843,37.2761016,3993,Salem VA Medical Center,VA Hospital,1970 Roanoke Blvd,Salem,VA,24153,Salem,Virginia,,,1,1,,0,2
-79.0271593,38.1428614,3994,Western State Hospital,Psychiatric Hospital,103 Valley Center Dr,Staunton,VA,24401,Staunton,Virginia,84,84,0,0,0.9167971,0,0
-76.58064,36.7731922,3995,Sentara Obici Hospital,Short Term Acute Care Hospital,2800 Godwin Blvd,Suffolk,VA,23434,Suffolk,Virginia,178,155,12,12,0.66812193,23,7
-76.0264943,36.8647923,3996,Sentara Virginia Beach General Hospital,Short Term Acute Care Hospital,1060 First Colonial Rd,Virginia Beach,VA,23454,Virginia Beach,Virginia,273,227,22,22,0.78621095,46,12
-78.1933634,39.1939977,3997,Winchester Medical Center,Short Term Acute Care Hospital,1840 Amherst St,Winchester,VA,22601,Winchester,Virginia,455,389,48,48,0.71161741,66,21
-119.1552825,46.8311639,3998,Othello Community Hospital,Critical Access Hospital,315 N 14th Ave,Othello,WA,99344,Adams,Washington,49,16,3,3,0.16130137,33,1
-117.0553969,46.4027069,3999,Tri-State Memorial Hospital,Critical Access Hospital,1221 Highland Ave,Clarkston,WA,99403,Asotin,Washington,62,25,4,4,0.48800001,37,2
-119.7640764,46.2081058,4000,Prosser Memorial Health,Critical Access Hospital,723 Memorial St,Prosser,WA,99350,Benton,Washington,25,25,4,4,0.43430138,0,2
-119.1924977,46.1775873,4001,Trios Southridge Hospital,Short Term Acute Care Hospital,3810 Plaza Way,Kennewick,WA,99338,Benton,Washington,111,111,14,14,0.45585585,0,6
-119.282482,46.281243,4002,Kadlec Regional Medical Center (AKA Kadlec Health System),Short Term Acute Care Hospital,888 Swift Blvd,Richland,WA,99352,Benton,Washington,270,258,30,30,0.73808008,12,15
-120.324288,47.407706,4003,Central Washington Hospital,Short Term Acute Care Hospital,1201 S Miller St,Wenatchee,WA,98801,Chelan,Washington,198,176,20,20,0.69386673,22,7
-120.3226274,47.4336332,4004,Wenatchee Valley Hospital,Short Term Acute Care Hospital,820 N Chelan Ave,Wenatchee,WA,98801,Chelan,Washington,20,11,2,2,0.23387298,9,1
-120.0103998,47.8450987,4005,Lake Chelan Community Hospital,Critical Access Hospital,503 E Highland Ave,Chelan,WA,98816,Chelan,Washington,35,25,4,4,0.67704111,10,1
-123.4144823,48.1154826,4006,Olympic Medical Center,Short Term Acute Care Hospital,939 Caroline St,Port Angeles,WA,98362,Clallam,Washington,126,78,19,19,0.50358272,48,4
-122.5817083,45.6238087,4007,PeaceHealth Southwest Medical Center,Short Term Acute Care Hospital,400 Ne Mother Joseph Pl,Vancouver,WA,98664,Clark,Washington,450,436,80,80,0.50864649,14,11
-122.6479792,45.7207142,4008,Legacy Salmon Creek Medical Center,Short Term Acute Care Hospital,2211 Ne 139th St,Vancouver,WA,98686,Clark,Washington,220,166,16,16,0.83779502,54,6
-122.9415844,46.1299701,4009,PeaceHealth St John Medical Center,Short Term Acute Care Hospital,1615 Delaware St,Longview,WA,98632,Cowlitz,Washington,346,166,18,18,0.50957257,180,3
-119.0958078,46.2349788,4010,Lourdes Medical Center (FKA Lourdes Health),Critical Access Hospital,520 N 4th Ave,Pasco,WA,99301,Franklin,Washington,95,25,4,4,0.64963698,70,2
-119.0081243,47.9420302,4011,Coulee Medical Center (FKA Coulee Community Hospital),Critical Access Hospital,411 Fortuyn Rd,Grand Coulee,WA,99133,Grant,Washington,25,25,4,4,0.64778084,0,0
-119.2654679,47.1284266,4012,Samaritan Hospital (AKA Samaritan Healthcare),Short Term Acute Care Hospital,801 E Wheeler Rd,Moses Lake,WA,98837,Grant,Washington,50,48,12,12,0.50702053,2,2
-123.8471278,46.9792513,4013,Grays Harbor Community Hospital - West/Main Campus,Short Term Acute Care Hospital,915 Anderson Dr,Aberdeen,WA,98520,Grays Harbor,Washington,140,49,8,8,0.7815488,91,5
-123.3919078,47.0069351,4014,Summit Pacific Medical Center (FKA Mark Reed Hospital),Critical Access Hospital,600 E Main St,Elma,WA,98541,Grays Harbor,Washington,24,10,2,2,0.37753424,14,0
-122.6845344,48.2135646,4015,WhidbeyHealth Medical Center,Critical Access Hospital,101 N Main St,Coupeville,WA,98239,Island,Washington,25,25,6,6,0.5912329,0,2
-122.789121,48.106074,4016,Jefferson Healthcare Hospital,Critical Access Hospital,834 Sheridan St,Port Townsend,WA,98368,Jefferson,Washington,42,25,6,6,0.48569864,17,2
-121.9877606,47.2092977,4017,St Elizabeth Hospital,Critical Access Hospital,1455 Battersby Ave,Enumclaw,WA,98022,King,Washington,38,25,4,4,0.55539727,13,2
-122.2832652,47.6626509,4018,Seattle Childrens Hospital,Childrens Hospital,4800 Sand Point Way Ne,Seattle,WA,98105,King,Washington,371,361,91,91,0.75849771,10,5
-121.8857165,47.5127466,4019,Snoqualmie Valley Hospital,Critical Access Hospital,9801 Frontier Ave Se,Snoqualmie,WA,98065,King,Washington,28,25,4,4,0.91638356,3,0
-122.308231,47.563062,4020,VA Puget Sound Health Care System - Seattle Division,VA Hospital,1660 S Columbian Way,Seattle,WA,98108,King,Washington,274,,2,2,,274,2
-122.3241065,47.6039621,4021,Harborview Medical Center,Short Term Acute Care Hospital,325 9th Ave,Seattle,WA,98104,King,Washington,413,321,89,89,0.95135921,92,23
-122.3265203,47.2923951,4022,St Francis Hospital,Short Term Acute Care Hospital,34515 9th Ave S,Federal Way,WA,98003,King,Washington,124,124,14,14,0.71082634,0,6
-122.1785465,47.71561,4023,EvergreenHealth Medical Center,Short Term Acute Care Hospital,12040 Ne 128th St,Kirkland,WA,98034,King,Washington,333,304,20,20,0.56731254,29,7
-122.3102868,47.6073043,4024,Swedish Medical Center - Cherry Hill Campus,Short Term Acute Care Hospital,500 17th Ave,Seattle,WA,98122,King,Washington,385,181,56,56,0.73025054,204,8
-122.3219079,47.6088664,4025,Swedish Medical Center - First Hill Campus,Short Term Acute Care Hospital,747 Broadway,Seattle,WA,98122,King,Washington,830,620,54,54,0.68466854,210,13
-122.3082296,47.6498722,4026,UW Medical Center - Montlake,Short Term Acute Care Hospital,1959 Ne Pacific St,Seattle,WA,98195,King,Washington,450,436,81,81,0.77492774,14,19
-122.343248,47.457487,4027,Highline Medical Center,Short Term Acute Care Hospital,16251 Sylvester Rd Sw,Burien,WA,98166,King,Washington,171,129,10,10,0.57606459,42,5
-122.2291393,47.3085917,4028,MultiCare Auburn Medical Center,Short Term Acute Care Hospital,202 N Division St,Auburn,WA,98001,King,Washington,195,73,16,16,0.97995871,122,6
-122.1876044,47.6203863,4029,Overlake Hospital Medical Center (AKA Overlake Medical Center),Short Term Acute Care Hospital,1035 116th Ave Ne,Bellevue,WA,98004,King,Washington,349,286,32,32,0.57542866,63,9
-122.3124715,47.6195867,4030,Kaiser Permanente Central Hospital Capitol Hill Campus,Short Term Acute Care Hospital,201 16th Ave E,Seattle,WA,98112,King,Washington,50,24,4,4,0.13173516,26,1
-122.2141759,47.4423897,4031,Valley Medical Center,Short Term Acute Care Hospital,400 S 43rd St,Renton,WA,98055,King,Washington,321,311,54,54,0.63550192,10,8
-122.3372144,47.7147152,4032,UW Medical Center - Northwest (FKA Northwest Hospital & Medical Center),Short Term Acute Care Hospital,1550 N 115th St,Seattle,WA,98133,King,Washington,281,179,32,32,0.60932124,102,7
-122.327957,47.6094856,4033,Virginia Mason Seattle Medical Center,Short Term Acute Care Hospital,1100 9th Ave,Seattle,WA,98101,King,Washington,371,211,28,28,0.86937726,160,4
-122.6251543,47.5829409,4034,Harrison Medical Center - Bremerton,Short Term Acute Care Hospital,2520 Cherry Ave,Bremerton,WA,98310,Kitsap,Washington,347,298,20,20,0.55102509,49,14
-120.537885,46.9872177,4035,Kittitas Valley Healthcare (FKA Kittitas Valley Community Hospital),Critical Access Hospital,603 S Chestnut St,Ellensburg,WA,98926,Kittitas,Washington,50,25,6,6,0.25128767,25,2
-120.8116528,45.819966,4036,Klickitat Valley Hospital,Critical Access Hospital,310 S Roosevelt St,Goldendale,WA,98620,Klickitat,Washington,25,14,2,2,0.18116464,11,1
-122.9855393,46.7123113,4037,Providence Centralia Hospital,Short Term Acute Care Hospital,914 S Scheuber Rd,Centralia,WA,98531,Lewis,Washington,128,127,6,6,0.42076051,1,5
-118.1464,47.6571,4038,Lincoln Hospital,Critical Access Hospital,10 Nicholls St,Davenport,WA,99122,Lincoln,Washington,25,25,4,4,0.58597261,0,1
-123.1140731,47.2257312,4039,Mason General Hospital,Critical Access Hospital,901 Mount View Dr,Shelton,WA,98584,Mason,Washington,68,25,6,6,0.46213698,43,2
-124.0428535,46.3114337,4040,Ocean Beach Hospital,Critical Access Hospital,174 1st Ave N,Ilwaco,WA,98624,Pacific,Washington,25,25,4,4,0.17863014,0,2
-122.4529681,47.2593601,4041,MultiCare Tacoma General Hospital,Short Term Acute Care Hospital,315 Martin Luther King Jr Way,Tacoma,WA,98405,Pierce,Washington,567,353,48,48,0.78058356,214,19
-122.6134142,47.3636158,4042,St Anthony Hospital,Short Term Acute Care Hospital,11567 Canterwood Blvd Nw,Gig Harbor,WA,98332,Pierce,Washington,80,112,16,16,0.61849314,-32,5
-122.5024024,47.1545238,4043,St Clare Hospital,Short Term Acute Care Hospital,11315 Bridgeport Way Sw,Lakewood,WA,98499,Pierce,Washington,106,106,31,31,0.83018869,0,6
-122.4481819,47.2452548,4044,St Joseph Medical Center,Short Term Acute Care Hospital,1717 S J St,Tacoma,WA,98405,Pierce,Washington,366,374,82,82,0.80667192,-8,14
-122.2900487,47.1785592,4045,MultiCare Good Samaritan Hospital,Short Term Acute Care Hospital,401 15th Ave Se,Puyallup,WA,98372,Pierce,Washington,286,283,20,20,0.85332525,3,17
-122.6149776,48.5020043,4046,Island Hospital,Short Term Acute Care Hospital,1211 24th St,Anacortes,WA,98221,Skagit,Washington,43,43,6,6,0.47518319,0,2
-122.3340474,48.421216,4047,Skagit Valley Hospital (AKA Skagit Regional Health),Short Term Acute Care Hospital,300 Hospital Parkway,Mount Vernon,WA,98273,Skagit,Washington,137,137,24,24,0.69537044,0,5
-122.2762705,48.4960908,4048,PeaceHealth United General Medical Center,Critical Access Hospital,2000 Hospital Dr,Sedro Woolley,WA,98284,Skagit,Washington,25,25,4,4,0.35057533,0,2
-121.9891033,47.863912,4049,EvergreenHealth Monroe (FKA Valley General Hospital),Short Term Acute Care Hospital,14701 179th Ave Se,Monroe,WA,98272,Snohomish,Washington,112,27,4,4,0.3918823,85,2
-122.1182679,48.1887307,4050,Cascade Valley Hospital,Short Term Acute Care Hospital,330 S Stillaguamish Ave,Arlington,WA,98223,Snohomish,Washington,48,48,6,6,0.31512558,0,2
-122.2058527,48.0000675,4051,Providence Regional Medical Center Everett - Colby Campus,Short Term Acute Care Hospital,1700 13th St,Everett,WA,98201,Snohomish,Washington,501,495,49,49,0.79375672,6,14
-122.334539,47.8033101,4052,Swedish Medical Center - Edmonds Campus (FKA Stevens Hospital),Short Term Acute Care Hospital,21601 76th Ave W,Edmonds,WA,98026,Snohomish,Washington,217,178,13,13,0.72536558,39,7
-117.4135201,47.6490617,4053,Providence Sacred Heart Medical Center,Short Term Acute Care Hospital,101 W 8th Ave,Spokane,WA,99204,Spokane,Washington,644,612,20,20,0.66412836,32,22
-117.4232235,47.6520746,4054,MultiCare Deaconess Hospital (FKA Deaconess Hospital - Spokane),Short Term Acute Care Hospital,800 W 5th Ave,Spokane,WA,99204,Spokane,Washington,388,267,35,35,0.55213177,121,8
-117.4070645,47.709683,4055,Providence Holy Family Hospital,Short Term Acute Care Hospital,5633 N Lidgerwood St,Spokane,WA,99208,Spokane,Washington,272,184,14,14,0.51648301,88,6
-117.2350184,47.6710837,4056,MultiCare Valley Hospital,Short Term Acute Care Hospital,12606 E Mission Ave,Spokane Valley,WA,99216,Spokane,Washington,123,123,10,10,0.47348258,0,3
-117.4776913,47.7029335,4057,Mann-Grandstaff VA Medical Center (AKA Spokane VA Medical Center),VA Hospital,4815 N Assembly St,Spokane,WA,99205,Spokane,Washington,66,,0,0,,66,0
-117.893144,48.540797,4058,Providence Mount Carmel Hospital,Critical Access Hospital,982 E Columbia Ave,Colville,WA,99114,Stevens,Washington,55,25,4,4,0.53008217,30,2
-117.7108403,48.2778865,4059,Providence St Josephs Hospital,Critical Access Hospital,500 E Webster Ave,Chewelah,WA,99109,Stevens,Washington,65,23,4,4,0.37272185,42,1
-122.9518282,47.0428704,4060,Capital Medical Center,Short Term Acute Care Hospital,3900 Capital Mall Dr Sw,Olympia,WA,98502,Thurston,Washington,110,107,30,30,0.41077965,3,2
-122.8479904,47.0529957,4061,Providence St Peter Hospital,Short Term Acute Care Hospital,413 Lilly Rd Ne,Olympia,WA,98506,Thurston,Washington,390,304,42,42,0.84288931,86,12
-118.3432076,46.0619847,4062,Providence St Mary Medical Center,Short Term Acute Care Hospital,401 W Poplar St,Walla Walla,WA,99362,Walla Walla,Washington,142,120,28,28,0.49763113,22,5
-118.3560682,46.0538497,4063,Walla Walla VA Medical Center (AKA Jonathan Wainwright Memorial VA Medical Center),VA Hospital,77 Wainwright Dr,Walla Walla,WA,99362,Walla Walla,Washington,,,0,0,,0,
-122.4739226,48.7725927,4064,PeaceHealth St Joseph Medical Center,Short Term Acute Care Hospital,2901 Squalicum Pkwy,Bellingham,WA,98225,Whatcom,Washington,253,207,24,24,0.80009264,46,5
-117.1705849,46.7129896,4065,Pullman Regional Hospital,Critical Access Hospital,835 Se Bishop Blvd,Pullman,WA,99163,Whitman,Washington,36,25,6,6,0.37994522,11,2
-120.0066571,46.322862,4066,Astria Sunnyside Hospital (FKA Sunnyside Community Hospital & Clinics),Critical Access Hospital,1016 Tacoma Ave,Sunnyside,WA,98944,Yakima,Washington,38,25,7,7,0.58060277,13,2
